program,school,phd,year,count
Religious Studies (Garrett Seminary/NU Joint Program),INTER-SCHOOL/OTHER,1,2019-20,2
Religious Studies (Garrett Seminary/NU Joint Program),INTER-SCHOOL/OTHER,1,2020-21,1
Religious Studies (Garrett Seminary/NU Joint Program),INTER-SCHOOL/OTHER,1,2021-22,2
Management and Organizations and Sociology,INTER-SCHOOL/OTHER,1,2010-11,0
Management and Organizations and Sociology,INTER-SCHOOL/OTHER,1,2011-12,0
Management and Organizations and Sociology,INTER-SCHOOL/OTHER,1,2012-13,0
Management and Organizations and Sociology,INTER-SCHOOL/OTHER,1,2013-14,0
Management and Organizations and Sociology,INTER-SCHOOL/OTHER,1,2014-15,0
Management and Organizations and Sociology,INTER-SCHOOL/OTHER,1,2015-16,0
Management and Organizations and Sociology,INTER-SCHOOL/OTHER,1,2016-17,0
Management and Organizations and Sociology,INTER-SCHOOL/OTHER,1,2017-18,0
Management and Organizations and Sociology,INTER-SCHOOL/OTHER,1,2018-19,2
Management and Organizations and Sociology,INTER-SCHOOL/OTHER,1,2019-20,2
Management and Organizations and Sociology,INTER-SCHOOL/OTHER,1,2020-21,1
Management and Organizations and Sociology,INTER-SCHOOL/OTHER,1,2021-22,0
Technology and Social Behavior,INTER-SCHOOL/OTHER,1,2010-11,1
Technology and Social Behavior,INTER-SCHOOL/OTHER,1,2011-12,0
Technology and Social Behavior,INTER-SCHOOL/OTHER,1,2012-13,1
Technology and Social Behavior,INTER-SCHOOL/OTHER,1,2013-14,0
Technology and Social Behavior,INTER-SCHOOL/OTHER,1,2014-15,2
Technology and Social Behavior,INTER-SCHOOL/OTHER,1,2015-16,1
Technology and Social Behavior,INTER-SCHOOL/OTHER,1,2016-17,1
Technology and Social Behavior,INTER-SCHOOL/OTHER,1,2017-18,2
Technology and Social Behavior,INTER-SCHOOL/OTHER,1,2018-19,3
Technology and Social Behavior,INTER-SCHOOL/OTHER,1,2019-20,3
Technology and Social Behavior,INTER-SCHOOL/OTHER,1,2020-21,7
Technology and Social Behavior,INTER-SCHOOL/OTHER,1,2021-22,6
